Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
2007021420914,2007-02-14 00:00:00,2007-02-05 00:00:00,DCA,Ronald Reagan Washington National Airport,Frontier Airlines,Property Damage,Checked Baggage,Musical Instruments - Other - Over $250,300.0,Denied,0.0,Deny,9.0,300.0
2008090349383,2008-08-28 00:00:00,2008-08-23 00:00:00,MCO,Orlando International Airport,Midwest Express Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; DVD/CD Players; Other,675.97,Denied,0.0,Deny,5.0,675.97
2007102533893,2007-10-19 00:00:00,2007-10-09 00:00:00,SBA,Santa Barbara Municipal,UAL,Passenger Property Loss,Checked Baggage,Locks,20.0,Approved,20.0,Approve in Full,10.0,0.0
2008042443359,2008-04-21 00:00:00,2008-03-31 00:00:00,IAD,Washington Dulles International,UAL,Property Damage,Checked Baggage,Other; Other,300.0,Denied,0.0,Deny,21.0,300.0
2006091812652,2006-09-05 00:00:00,2006-02-22 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,100.0,Denied,0.0,Deny,195.0,100.0
2009121866680,2009-12-15 00:00:00,2009-11-09 00:00:00,DFW,Dallas-Fort Worth International Airport,Northwest Airlines,Property Damage,Checked Baggage,Professional Equipment,646.51,Denied,0.0,Deny,36.0,646.51
2004122871348,2004-11-19 00:00:00,2004-09-08 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Locks,12.5,Approved,12.5,Approve in Full,72.0,0.0
0502001L,2003-05-02 00:00:00,2003-04-14 00:00:00,SEA,Seattle-Tacoma International,Northwest Airlines,Property Damage,Checkpoint,Other,134.4,Approved,134.0,Approve in Full,18.0,0.4000000000000057
2007091431909,2007-09-11 00:00:00,2007-08-08 00:00:00,LEX,Blue Grass ;Lexington,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,10.0,Approved,10.0,Approve in Full,34.0,0.0
2005051284548,2005-05-11 00:00:00,2005-04-26 00:00:00,BOS,Boston (Logan) International Airport,UAL,Property Damage,Checked Baggage,Locks,12.0,Approved,12.0,Approve in Full,15.0,0.0
0226063L,2003-02-26 00:00:00,2003-01-29 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),60.0,Approved,60.0,Approve in Full,28.0,0.0
2005121597888,2005-12-12 00:00:00,2005-11-10 00:00:00,LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,499.99,Denied,0.0,Deny,32.0,499.99
2005010572873,2004-12-17 00:00:00,2004-11-23 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,96.0,Approved,96.0,Approve in Full,24.0,0.0
0225021L,2003-02-25 00:00:00,2003-02-09 00:00:00,TUS,Tucson International,America West,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,132.0,Settled,66.0,Settle,16.0,66.0
2006022702201,2006-02-22 00:00:00,2006-01-04 00:00:00,IAD,Washington Dulles International,USAir,Passenger Property Loss,Checked Baggage,Other,58.51,Denied,0.0,Deny,49.0,58.51
2009092163882,2009-09-18 00:00:00,2009-09-07 00:00:00,LBB,Lubbock International,Northwest Airlines,Property Damage,Checkpoint,Other,23.63,Approved,23.63,Approve in Full,11.0,0.0
2007052325891,2007-05-22 00:00:00,2007-02-16 00:00:00,TUS,Tucson International,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),33.0,Denied,0.0,Deny,95.0,33.0
2005082991741,2005-08-29 00:00:00,2005-08-10 00:00:00,RNO,Reno/Tahoe International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,150.0,Approved,150.0,Approve in Full,19.0,0.0
2009042958091,2009-04-08 00:00:00,2009-03-17 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,84.98,Settled,42.49,Settle,22.0,42.49
2005012474139,2005-01-04 00:00:00,2004-11-06 00:00:00,PIT,Pittsburgh International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Cameras - Digital,629.15,Denied,0.0,Deny,59.0,629.15
2006050205599,2006-04-27 00:00:00,2006-02-17 00:00:00,GSP,Greenville-Spartanburg,Continental Airlines,Property Damage,Checked Baggage,Other,89.95,Denied,0.0,Deny,69.0,89.95
2005071589068,2005-07-14 00:00:00,2005-07-08 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),45.0,Approved,45.0,Approve in Full,6.0,0.0
2006091212407,2006-09-06 00:00:00,2006-08-12 00:00:00,F,Foreign airport,Olympic Airways,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cell Phones,560.19,Denied,0.0,Deny,25.0,560.19
2008031941269,2008-03-12 00:00:00,2008-03-01 00:00:00,SNA,John Wayne,USAir,Passenger Property Loss,Checked Baggage,Bags - Fabric; plastic; etc. (not purses); Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.); Other,350.0,Denied,0.0,Deny,11.0,350.0
2008093050610,2008-09-29 00:00:00,2008-07-04 00:00:00,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines,Property Damage,Checkpoint,Cameras - Digital,100.0,Approved,100.0,Approve in Full,87.0,0.0
2007111434935,2007-11-13 00:00:00,2007-10-20 00:00:00,SAN,San Diego International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,7.71,Approved,7.71,Approve in Full,24.0,0.0
2005040581610,2005-04-04 00:00:00,2005-03-10 00:00:00,ORD,Chicago O'Hare International Airport,Delta Air Lines,Property Damage,Checkpoint,Locks,55.9,Denied,0.0,Deny,25.0,55.9
2008071646985,2008-07-09 00:00:00,2008-06-27 00:00:00,DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Locks,15.0,Denied,0.0,Deny,12.0,15.0
2004062156677,2004-05-19 00:00:00,2004-04-23 00:00:00,JFK,John F. Kennedy International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,575.0,Denied,0.0,Deny,26.0,575.0
2008071046729,2008-07-14 00:00:00,2008-05-14 00:00:00,COS,Colorado Springs Municipal,Northwest Airlines,Passenger Property Loss,Checked Baggage,Locks,7.75,Denied,0.0,Deny,61.0,7.75
2007110834670,2007-11-05 00:00:00,2007-10-26 00:00:00,LAX,Los Angeles International Airport,Air Canada,Property Damage,Checkpoint,Lampshade,29.55,Denied,0.0,Deny,10.0,29.55
2006070709155,2006-07-06 00:00:00,2006-04-27 00:00:00,SAT,San Antonio International,Frontier Airlines,Property Damage,Checked Baggage,Other,256.24,Denied,0.0,Deny,70.0,256.24
2009122966880,2009-12-22 00:00:00,2009-11-23 00:00:00,TPA,Tampa International,American Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,47.75,Approved,47.75,Approve in Full,29.0,0.0
2005082291086,2005-08-15 00:00:00,2005-07-21 00:00:00,SEA,Seattle-Tacoma International,Scandinavian Airlines Systems,Property Damage,Checked Baggage,Locks,9.45,Denied,0.0,Deny,25.0,9.45
2008012538650,2008-01-18 00:00:00,2008-01-13 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),460.0,Denied,0.0,Deny,5.0,460.0
2005122798378,2005-12-16 00:00:00,2005-05-01 00:00:00,F,Foreign airport,Alitalia,Property Damage,Checked Baggage,Luggage (all types including footlockers),240.71,Denied,0.0,Deny,229.0,240.71
2004122270372,2004-10-27 00:00:00,2004-10-09 00:00:00,GSO,Piedmont Triad International Airport,USAir,Passenger Property Loss,Checked Baggage,Other,29.08,Denied,0.0,Deny,18.0,29.08
0826095M,2003-08-26 00:00:00,2003-07-14 00:00:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,727.37,Denied,0.0,Deny,43.0,727.37
1208193M,2003-12-08 00:00:00,2003-09-19 00:00:00,MSY,New Orleans International,Northwest Airlines,Property Damage,Checked Baggage,Locks,100.0,Denied,0.0,Deny,80.0,100.0
2008020839325,2008-02-04 00:00:00,2008-01-14 00:00:00,JFK,John F. Kennedy International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,218.14,Denied,0.0,Deny,21.0,218.14
1205660M,2003-12-05 00:00:00,2003-05-19 00:00:00,TUS,Tucson International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),20.0,Approved,20.0,Approve in Full,200.0,0.0
2006051005812,2006-05-04 00:00:00,2006-04-23 00:00:00,RSW,Southwest Florida International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,137.55,Approved,137.55,Approve in Full,11.0,0.0
2008082248984,2008-08-20 00:00:00,2008-08-11 00:00:00,HNL,Honolulu International Airport,UAL,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,30.0,Denied,0.0,Deny,9.0,30.0
0505003L,2003-05-05 00:00:00,2003-03-06 00:00:00,BZN,Gallatin Field,Alaska Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,199.0,Settled,119.4,Settle,60.0,79.6
2004092864018,2004-09-28 00:00:00,2004-09-09 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,399.0,Settled,175.0,Settle,19.0,224.0
1022089M,2003-10-22 00:00:00,2003-09-02 00:00:00,DSM,Des Moines International,Continental Airlines,Property Damage,Checked Baggage,Other,200.0,Settled,100.0,Settle,50.0,100.0
2004092363669,2004-08-12 00:00:00,2004-07-24 00:00:00,HOU,William P. Hobby,AirTran Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,259.0,Denied,0.0,Deny,19.0,259.0
2006011099284,2006-01-05 00:00:00,2005-11-22 00:00:00,RSW,Southwest Florida International,Delta (Song),Passenger Property Loss,Checked Baggage,Other,300.0,Settled,150.0,Settle,44.0,150.0
2006011299489,2006-01-09 00:00:00,2005-12-27 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,95.94,Settled,47.77,Settle,13.0,48.169999999999995
2005011473695,2004-12-28 00:00:00,2004-11-14 00:00:00,MCO,Orlando International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,34.06,Approved,34.06,Approve in Full,44.0,0.0
0205270M,2004-02-05 00:00:00,2003-12-07 00:00:00,MDW,Midway International Airport,Southwest Airlines,Property Damage,Checked Baggage,Other,761.91,Settled,15.0,Settle,60.0,746.91
2005052085146,2005-05-18 00:00:00,2005-04-18 00:00:00,LGA,LaGuardia,AirTran Airlines,Passenger Property Loss,Other,Jewelry - Fine,500.0,Denied,0.0,Deny,30.0,500.0
2008090549581,2008-09-04 00:00:00,2008-08-16 00:00:00,ANC,Ted Stevens Anchorage International Airport,UAL,Passenger Property Loss,Checked Baggage,Fish/Game,230.26,Settled,83.88,Settle,19.0,146.38
2007010418281,2006-12-29 00:00:00,2006-12-23 00:00:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Checkpoint,Toys (game systems; cartridges; radio controlled cars; etc.),250.0,Denied,0.0,Deny,6.0,250.0
2009090363331,2009-09-02 00:00:00,2009-08-30 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cell Phones; Other,241.68,Denied,0.0,Deny,3.0,241.68
2008120853174,2008-12-02 00:00:00,2008-08-28 00:00:00,PHL,Philadelphia International Airport,USAir,Property Damage,Checked Baggage,Medical Equipment & Insturments,410.0,Approved,410.0,Approve in Full,96.0,0.0
2004090261906,2004-07-20 00:00:00,2004-06-13 00:00:00,MIA,Miami International Airport,British Airways,Property Damage,Checked Baggage,Other,220.0,Denied,0.0,Deny,37.0,220.0
2004061756155,2004-05-13 00:00:00,2004-03-31 00:00:00,SLC,Salt Lake City International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Currency,275.0,Approved,275.0,Approve in Full,43.0,0.0
2007120736188,2007-12-05 00:00:00,2007-11-14 00:00:00,ABQ,Albuquerque International Sunport Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Dental Equipment and Instruments,275.0,Approved,275.0,Approve in Full,21.0,0.0
2005012874730,2005-01-11 00:00:00,2004-11-20 00:00:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines,Property Damage,Checked Baggage,Other,30.0,Approved,30.0,Approve in Full,52.0,0.0
2004062256926,2004-05-28 00:00:00,2004-04-18 00:00:00,ALB,Albany International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,32.0,Approved,32.06,Approve in Full,40.0,-0.060000000000002274
2008112852885,2008-11-24 00:00:00,2008-10-17 00:00:00,PHX,Phoenix Sky Harbor International,Northwest Airlines,Property Damage,Checkpoint,Jewelry - Costume,80.0,Approved,80.0,Approve in Full,38.0,0.0
2007073029369,2007-07-27 00:00:00,2007-07-03 00:00:00,LAX,Los Angeles International Airport,Virgin Atlantic,Passenger Property Loss,Checked Baggage,Cameras - Digital,54.99,Denied,0.0,Deny,24.0,54.99
2006020200875,2006-01-26 00:00:00,2006-01-01 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks,24.0,Approved,24.0,Approve in Full,25.0,0.0
2009050458295,2009-04-15 00:00:00,2009-02-27 00:00:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),399.95,Settled,199.98,Settle,47.0,199.97
2004062256865,2004-05-28 00:00:00,2004-05-19 00:00:00,SJC,Norman Y Mineta San Jose International,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,674.03,Settled,213.05,Settle,9.0,460.97999999999996
2005032980329,2005-03-16 00:00:00,2005-03-03 00:00:00,CAK,Akron-Canton Regional,AirTran Airlines,Passenger Property Loss,Checked Baggage,Other,125.43,Settled,62.72,Settle,13.0,62.71000000000001
2004052553456,2004-04-20 00:00:00,2004-01-15 00:00:00,SEA,Seattle-Tacoma International,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),100.0,Settled,50.0,Settle,96.0,50.0
2009091763776,2009-09-14 00:00:00,2009-09-07 00:00:00,MIA,Miami International Airport,American Airlines,Property Damage,Checked Baggage,Books - Fiction; paperbacks; magazines; etc.; Clothing - Shoes; belts; accessories; etc.; Luggage (all types including footlockers),100.0,Denied,0.0,Deny,7.0,100.0
2009052059130,2009-05-07 00:00:00,2009-04-18 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Passenger Property Loss,Checkpoint,Sporting Equipment & Supplies (footballs; parachutes; etc.),102.5,Denied,0.0,Deny,19.0,102.5
2006020801146,2006-02-03 00:00:00,2005-08-25 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checkpoint,Baby - Strollers; car seats; playpen; etc.,150.0,Approved,150.0,Approve in Full,162.0,0.0
2005021876495,2005-01-26 00:00:00,2004-12-27 00:00:00,FAY,Fayetteville Regional,Northwest Airlines,Property Damage,Checked Baggage,Other,65.0,Denied,0.0,Deny,30.0,65.0
2005041182157,2005-04-06 00:00:00,2005-03-30 00:00:00,BOI,Boise Air Terminal/Gowen Field,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),300.0,Settled,50.0,Settle,7.0,250.0
2004061455536,2004-05-10 00:00:00,2004-12-20 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checked Baggage,Other,84.25,Approved,84.25,Approve in Full,-224.0,0.0
2007101733584,2007-10-12 00:00:00,2007-09-24 00:00:00,MCO,Orlando International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,400.0,Denied,0.0,Deny,18.0,400.0
2005082491327,2005-08-16 00:00:00,2005-07-17 00:00:00,PDX,Portland International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Other,99.9,Settled,50.0,Settle,30.0,49.900000000000006
2008093050586,2008-09-23 00:00:00,2008-09-05 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checkpoint,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),450.86,Denied,0.0,Deny,18.0,450.86
2008011137755,2008-01-07 00:00:00,2007-05-20 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),99.0,Denied,0.0,Deny,232.0,99.0
2004082661386,2004-09-29 00:00:00,2004-06-29 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest International Airways Ltd,Property Damage,Checkpoint,Computer - Laptop,475.0,Approved,475.0,Approve in Full,92.0,0.0
2009061860377,2009-06-19 00:00:00,2009-06-15 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Barber Supplies - Scissors; shears; elecric razors; etc.; Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Luggage (all types including footlockers),240.0,Denied,0.0,Deny,4.0,240.0
2007042624581,2007-04-23 00:00:00,2007-04-09 00:00:00,AGS,Bush Field,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Other; Sporting Equipment & Supplies (footballs; parachutes; etc.),277.0,Settled,138.5,Settle,14.0,138.5
2007091231685,2007-09-07 00:00:00,2007-09-02 00:00:00,MCO,Orlando International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Computer - Laptop; Other,548.0,Denied,0.0,Deny,5.0,548.0
2004090862299,2004-08-09 00:00:00,2004-07-12 00:00:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,148.0,Settled,74.0,Settle,28.0,74.0
2009120766152,2009-12-01 00:00:00,2009-09-29 05:00:00,ACY,Atlantic City International,AirTran Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,72.0,Denied,0.0,Deny,62.0,72.0
2005032880115,2005-03-15 00:00:00,2005-02-09 00:00:00,BDL,Bradley International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,152.45,Approved,152.45,Approve in Full,34.0,0.0
2006121517226,2006-12-11 00:00:00,2006-12-08 00:00:00,MSY,New Orleans International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,69.0,Denied,0.0,Deny,3.0,69.0
2007112735477,2007-11-20 00:00:00,2007-11-15 00:00:00,LAX,Los Angeles International Airport,Alaska Airlines,Property Damage,Checked Baggage,Alcoholic beverages,39.0,Denied,0.0,Deny,5.0,39.0
2008100850934,2008-10-06 00:00:00,2008-09-16 00:00:00,PWM,Portland International Jetport,Jet Blue,Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),21.0,Denied,0.0,Deny,20.0,21.0
2005122398314,2005-12-12 00:00:00,2005-11-19 00:00:00,PDX,Portland International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Other,15.0,Approved,15.0,Approve in Full,23.0,0.0
2005031077593,2005-02-09 00:00:00,2005-01-18 00:00:00,ACV,Arcata-Eureka,UAL,Passenger Property Loss,Checked Baggage,Locks,9.12,Approved,9.12,Approve in Full,22.0,0.0
2009022055668,2009-02-06 00:00:00,2009-01-23 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Toys (game systems; cartridges; radio controlled cars; etc.),779.34,Denied,0.0,Deny,14.0,779.34
2008070346569,2008-07-16 00:00:00,2008-06-10 00:00:00,PHL,Philadelphia International Airport,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),342.4,Denied,0.0,Deny,36.0,342.4
2007081430256,2007-08-14 00:00:00,2007-07-26 00:00:00,MYR,Myrtle Beach International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,150.0,Denied,0.0,Deny,19.0,150.0
2007091732060,2007-09-14 00:00:00,2007-09-12 00:00:00,PGV,Pitt-Greenville Airport,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,143.0,Denied,0.0,Deny,2.0,143.0
2006033003839,2006-03-21 00:00:00,2006-01-04 00:00:00,YKM,Yakima Air Terminal-Mcallister,Horizon Air,Passenger Property Loss,Checked Baggage,Other,325.0,Denied,0.0,Deny,76.0,325.0
2007112035277,2007-11-16 00:00:00,2007-10-21 00:00:00,STL,Lambert St. Louis International,AirTran Airlines,Passenger Property Loss,Checked Baggage,Other,130.0,Denied,0.0,Deny,26.0,130.0
2009061060028,2009-06-03 00:00:00,2009-05-23 00:00:00,MSY,New Orleans International,Delta Air Lines,Passenger Property Loss,Checkpoint,Currency,60.0,Denied,0.0,Deny,11.0,60.0
2004090862349,2004-08-09 00:00:00,2004-07-15 00:00:00,MDW,Midway International Airport,AirTran Airlines,Passenger Property Loss,Checkpoint,Cameras - Digital,1006.99,Settled,488.81,Settle,25.0,518.1800000000001
2005082591461,2005-08-19 00:00:00,2005-06-30 00:00:00,SMF,Sacramento International Airport,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),258.85,Settled,100.0,Settle,50.0,158.85000000000002
2007072629118,2007-07-25 00:00:00,2007-05-10 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checkpoint,Watches - Expensive more than $100,500.0,Denied,0.0,Deny,76.0,500.0
2007120536077,2007-12-03 00:00:00,2007-08-28 00:00:00,PBI,Palm Beach International,Bahama Airlines,Passenger Property Loss,Checked Baggage,Other,10.0,Denied,0.0,Deny,97.0,10.0
2004062957843,2004-06-07 00:00:00,2004-05-31 00:00:00,LAX,Los Angeles International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,319.08,Settled,281.07,Settle,7.0,38.00999999999999
2005071488952,2005-07-13 00:00:00,2005-05-20 00:00:00,HNL,Honolulu International Airport,Air Canada,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,16.81,Approved,16.81,Approve in Full,54.0,0.0
2009120466077,2009-11-20 00:00:00,2009-11-08 00:00:00,LAS,McCarran International,Allegiant Air,Passenger Property Loss,Checked Baggage,Jewelry - Costume,400.0,Denied,0.0,Deny,12.0,400.0
0202009M,2004-02-02 00:00:00,2004-01-17 00:00:00,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),50.0,Settled,25.0,Settle,16.0,25.0
2006012500353,2006-01-20 00:00:00,2005-12-22 00:00:00,STL,Lambert St. Louis International,American Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,82.85,Denied,0.0,Deny,29.0,82.85
2004051452281,2004-03-12 00:00:00,2003-12-12 00:00:00,LGA,LaGuardia,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),248.92,Approved,248.92,Approve in Full,91.0,0.0
2008060945371,2008-06-06 00:00:00,2008-03-07 00:00:00,BUR,Bob Hope,Jet Blue,Passenger Property Loss,Checked Baggage,Other,572.67,Denied,0.0,Deny,91.0,572.67
0506118L,2003-05-06 00:00:00,2003-03-13 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,728.0,Settled,114.0,Settle,54.0,614.0
2004080960846,2004-07-09 00:00:00,2004-05-11 00:00:00,F,Foreign airport,Spirit Airlines,Passenger Theft,Checked Baggage,Other,823.99,Denied,0.0,Deny,59.0,823.99
2008082048843,2008-08-19 00:00:00,2008-08-05 00:00:00,TUS,Tucson International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,110.0,Denied,0.0,Deny,14.0,110.0
2009021355535,2009-02-03 00:00:00,2008-11-21 00:00:00,CLE,Cleveland Hopkins International,Continental Airlines,Passenger Property Loss,Checked Baggage,Locks,40.0,Denied,0.0,Deny,74.0,40.0
2004090161861,2004-08-03 00:00:00,2004-05-13 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,540.58,Denied,0.0,Deny,82.0,540.58
2007042624515,2007-04-23 00:00:00,2007-01-20 00:00:00,LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,127.52,Approved,127.52,Approve in Full,93.0,0.0
2006040604166,2006-03-28 00:00:00,2006-03-09 00:00:00,STL,Lambert St. Louis International,USAir,Passenger Property Loss,Checked Baggage,Other,300.0,Denied,0.0,Deny,19.0,300.0
0414007L,2003-04-14 00:00:00,2003-03-18 00:00:00,TPA,Tampa International,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,95.0,Settled,75.0,Settle,27.0,20.0
2005062186803,2005-06-07 00:00:00,2005-04-30 00:00:00,OAK,Metropolitan Oakland International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,508.0,Denied,0.0,Deny,38.0,508.0
2004071659609,2004-07-06 00:00:00,2004-05-13 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Jewelry - Fine,120.0,Denied,0.0,Deny,54.0,120.0
2005071889099,2005-07-07 00:00:00,2005-06-10 00:00:00,FAT,Fresno Yosemite International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),120.0,Denied,0.0,Deny,27.0,120.0
2008091649990,2008-09-15 00:00:00,2008-08-21 00:00:00,BUR,Bob Hope,Jet Blue,Passenger Property Loss,Checked Baggage,Computer - Laptop,700.0,Denied,0.0,Deny,25.0,700.0
2008090449470,2008-09-15 00:00:00,2008-09-01 00:00:00,LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,802.24,Denied,0.0,Deny,14.0,802.24
2004092763936,2004-09-23 00:00:00,2004-07-23 00:00:00,ELP,El Paso International Airport,Southwest Airlines,Passenger Theft,Checked Baggage,Other,75.0,Approved,75.0,Approve in Full,62.0,0.0
2008060545335,2008-06-02 00:00:00,2008-05-28 00:00:00,RAP,Rapid City Regional,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,82.98,Approved,82.98,Approve in Full,5.0,0.0
2009072861896,2009-07-24 00:00:00,2009-07-11 00:00:00,PIT,Pittsburgh International Airport,Southwest Airlines,Property Damage,Checked Baggage,Dishes; Pottery; Glassware; Plasticware,25.0,Approved,25.0,Approve in Full,13.0,0.0
2005071388809,2005-07-13 00:00:00,2005-06-30 00:00:00,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines,Property Damage,Checked Baggage,Other,104.75,Denied,0.0,Deny,13.0,104.75
2008081448579,2008-08-08 00:00:00,2008-07-26 00:00:00,SMF,Sacramento International Airport,UAL,Passenger Property Loss,Checked Baggage,Wigs (including hairpieces) $250 or more,303.1,Denied,0.0,Deny,13.0,303.1
